Customer ID,Family Size,Income,Ethnicity,Dogs,Cats,TVs,Newspaper subscriber,Male(Age),Female(Age),Children,Cable TV,Male Work Hours,Male Occupation,Male Education,Female Work Hours,Female Occupation,Female Education
15532937,6,8,1,0,0,3,0,3,3,7,1,3,7,4,3,4,4
15532978,4,6,1,0,1,9,1,6,6,8,1,3,3,5,1,13,4
15533141,5,8,1,1,3,9,1,4,4,3,1,3,1,5,2,1,6
15533174,3,3,1,1,0,3,1,6,6,8,0,4,10,2,4,10,2
15533257,4,6,1,2,0,2,0,6,6,8,0,4,10,6,4,10,2
15533497,2,7,1,0,2,2,1,3,3,8,0,3,2,4,1,13,4
15533919,3,6,1,0,1,3,1,5,5,8,1,3,6,6,3,4,4
15534073,4,11,1,1,0,1,0,6,5,8,1,3,3,6,3,2,5
15534651,1,1,1,0,1,2,0,7,6,8,0,5,11,9,1,13,4
15534669,1,0,1,0,0,0,0,6,7,8,0,4,10,4,5,11,9
15534701,4,8,1,1,0,2,0,3,3,6,1,3,1,7,2,1,5
15534792,2,7,1,0,0,3,1,6,6,8,0,4,10,6,4,10,5
15535351,3,8,1,0,0,1,1,6,5,8,1,3,1,4,3,4,4
15535609,2,6,1,0,0,9,1,5,6,8,1,3,1,8,1,13,4
15535617,3,5,1,1,0,2,0,4,3,3,0,3,1,5,1,13,5
15535716,5,6,2,0,0,9,1,6,4,3,0,4,10,4,1,13,4
15536003,1,1,1,0,0,9,0,7,6,8,0,5,11,9,4,10,3
15536094,2,8,1,0,0,9,1,7,6,8,1,5,11,9,4,10,7
15536326,3,4,1,0,0,2,1,6,6,0,0,3,1,7,1,13,5
15536532,2,6,1,0,0,3,1,4,4,8,1,3,3,4,1,13,4
15536557,3,6,1,0,1,3,0,4,3,3,1,3,3,4,2,8,4
15536714,1,1,1,1,0,2,0,7,6,8,0,5,11,9,3,8,5
15536722,3,4,1,1,1,2,1,5,4,8,1,3,2,8,3,2,5
15536904,3,4,2,0,0,1,1,6,6,8,0,4,10,4,4,10,4
15537258,1,6,1,0,0,2,0,7,6,8,0,5,11,9,4,10,4
15537290,2,5,5,0,0,3,0,6,6,8,1,4,10,5,4,10,4
15537373,4,8,1,0,2,3,1,4,4,3,1,3,6,5,2,9,8
15537613,1,2,1,0,0,1,1,7,6,8,0,5,11,9,4,10,5
15537787,2,5,1,1,0,2,0,6,6,8,0,4,10,4,4,10,4
15537795,2,10,1,1,0,3,1,6,5,8,1,4,10,5,3,1,6
15538066,6,7,2,0,0,1,0,5,4,8,1,3,2,4,3,1,6
15538587,5,7,1,1,0,2,1,3,3,6,0,3,1,5,1,13,5
15538603,5,6,1,0,0,2,0,3,3,6,0,3,6,8,2,1,4
15538702,2,11,1,0,1,2,1,6,6,8,1,4,10,4,4,10,4
15538777,1,9,1,1,0,3,1,7,5,8,1,5,11,9,1,13,5
15539072,3,9,1,1,1,9,1,3,3,8,1,3,2,8,2,1,5
15539643,4,7,1,1,0,9,0,4,4,3,1,3,2,4,1,13,4
15539650,4,1,1,0,0,1,0,6,6,3,1,4,10,4,4,10,4
15539668,5,6,1,0,0,3,0,4,3,4,0,3,1,7,1,13,5
15540898,5,11,1,1,1,1,0,6,6,6,1,3,2,6,1,13,6
15540997,3,7,1,2,0,3,0,6,6,8,1,4,10,4,4,10,4
15541177,2,10,2,0,0,1,0,5,5,8,1,3,5,5,3,2,6
15541763,2,1,2,0,1,9,1,6,6,8,0,4,10,5,4,10,5
15541839,5,8,2,1,0,9,0,3,3,6,1,3,4,5,3,4,5
15542076,2,7,1,0,0,1,1,5,5,8,1,3,2,7,3,4,8
15542308,2,4,1,0,0,1,1,7,6,8,0,5,11,9,4,10,8
15553800,2,3,1,0,0,2,1,6,6,8,0,1,13,8,1,13,2
15554071,4,3,1,1,0,2,0,5,5,8,1,4,10,4,1,13,2
15555672,2,2,1,0,0,2,0,6,6,8,0,4,10,3,4,10,3
15556431,3,7,1,0,0,2,0,5,5,8,1,3,3,4,1,13,4
15556464,2,3,1,0,0,1,0,6,6,8,1,4,10,2,4,10,2
15556977,2,6,1,0,0,3,0,6,6,8,0,0,0,0,4,10,8
15557074,1,3,1,0,0,1,0,7,6,8,0,5,11,9,4,10,4
15557157,6,6,2,0,0,9,0,7,5,2,0,5,11,9,3,1,5
15557546,4,6,1,0,0,2,0,3,3,3,1,3,7,8,1,13,4
15557603,5,10,1,0,0,1,0,3,3,6,1,3,2,7,3,1,7
15557710,5,9,1,1,0,3,0,4,4,3,0,3,2,8,3,4,5
15557793,2,3,1,0,0,2,1,6,6,8,0,4,10,3,4,10,3
15557850,3,10,1,0,0,2,0,5,5,8,1,3,1,6,3,4,4
15558023,1,7,1,2,1,1,1,7,6,8,1,5,11,9,3,4,3
15558189,3,10,1,1,0,3,0,4,4,3,1,3,2,5,3,1,7
15558510,3,2,2,0,0,9,0,6,6,8,1,4,10,3,4,10,4
15558668,4,9,1,1,0,9,1,5,4,8,1,3,5,4,3,4,4
15558775,1,5,1,0,1,3,1,7,6,8,0,5,11,9,4,10,7
15558932,5,7,1,0,0,2,1,3,2,1,1,1,13,6,3,4,5
15559005,4,11,1,0,1,9,0,3,3,6,1,3,2,7,1,13,6
15559138,2,9,1,0,0,2,1,5,5,8,1,3,3,4,1,13,4
15559245,2,1,1,1,0,9,0,7,5,3,1,5,11,9,1,13,5
15559716,5,3,2,0,0,3,0,7,4,3,0,5,11,9,2,1,6
15560102,2,1,1,0,0,1,1,6,6,8,0,4,10,4,4,10,2
15560334,1,2,1,0,0,2,1,7,6,8,0,5,11,9,4,10,5
15560532,3,8,1,0,1,3,1,5,4,8,1,4,10,5,3,1,6
15560565,2,3,1,0,0,2,1,6,6,8,0,4,10,4,1,13,4
15560615,2,7,1,1,1,9,1,5,5,8,1,3,6,4,3,2,8
15560680,4,10,1,0,0,3,0,6,6,8,1,3,2,4,1,13,5
15561118,2,5,1,0,0,3,1,6,6,8,1,3,7,2,1,13,3
15561480,2,3,1,0,0,3,0,6,5,8,0,2,2,5,2,4,4
15561589,3,5,1,0,1,3,1,5,5,8,1,1,13,5,4,10,6
15562066,2,8,1,1,0,0,0,5,5,8,0,3,5,4,3,4,4
15562199,3,8,1,1,0,2,0,5,5,8,1,3,3,6,3,1,4
15562264,4,5,1,2,0,3,0,4,3,6,1,3,5,6,3,1,4
15562298,4,11,1,1,0,9,0,3,3,4,1,3,1,7,1,13,7
15562413,4,2,2,0,0,2,1,7,4,0,0,5,11,9,1,13,4
15800045,2,6,1,0,0,9,0,6,6,8,0,4,10,4,1,13,4
15800078,1,5,1,2,0,2,1,7,5,8,1,5,11,9,4,10,7
15800193,2,9,1,1,0,3,0,5,5,8,1,3,1,5,2,3,4
15800482,1,5,1,0,0,2,0,7,6,8,0,5,11,9,3,4,4
15800573,3,7,1,1,0,9,0,5,5,8,0,3,1,8,2,4,4
15800904,4,6,1,1,2,9,0,4,4,8,1,3,3,8,1,13,5
15801043,2,1,1,0,0,2,1,5,5,8,1,3,1,6,1,13,6
15801209,2,10,1,0,0,3,1,4,4,8,1,3,1,6,2,5,5
15801837,2,3,1,0,0,2,1,6,6,8,1,4,10,5,4,10,4
15802009,3,4,1,1,0,3,1,6,6,8,1,4,10,2,4,10,3
15802389,2,7,1,0,0,9,0,5,5,8,1,2,7,5,3,2,4
15802413,3,5,1,1,0,3,0,3,3,2,0,4,10,4,2,1,6
15802637,2,1,2,0,0,2,0,7,6,0,0,5,11,9,4,10,7
15803148,1,2,1,0,0,2,0,7,6,8,0,5,11,9,1,13,3
15803593,3,0,1,0,2,3,0,3,5,8,0,3,1,7,1,13,7
15803973,4,6,1,1,0,9,0,5,4,8,1,2,7,4,2,7,4
15803981,2,4,1,1,0,2,0,6,6,8,0,4,10,4,4,10,4
15804088,4,7,1,1,0,2,1,5,5,8,1,3,5,3,1,13,4
15804336,4,7,1,0,0,2,0,2,2,4,1,3,1,4,1,13,4
15804427,6,5,1,0,0,9,0,3,2,7,1,3,3,5,1,13,8
15805226,2,11,1,0,0,9,0,6,5,8,1,4,10,6,3,2,6
15805275,5,7,1,0,0,3,1,4,4,6,0,3,1,5,3,1,5
15805564,4,8,1,0,0,3,1,3,3,3,1,3,2,5,3,4,5
15805663,2,5,1,1,0,1,1,6,6,8,1,4,10,4,4,10,4
15806026,2,3,1,1,0,2,0,6,6,8,1,4,10,4,2,4,4
15806224,2,5,1,0,0,9,1,6,6,8,1,4,10,1,4,10,1
15806588,2,5,1,0,0,3,1,6,6,8,1,4,10,3,1,13,4
15807891,2,3,1,0,0,3,0,7,5,8,1,5,11,9,3,6,4
15807909,3,4,1,1,0,2,1,3,3,1,1,3,7,4,2,4,4
15808287,1,2,1,0,0,1,0,7,3,8,0,5,11,9,2,3,4
15808451,5,0,1,0,0,3,0,5,5,0,0,3,1,8,0,0,0
15810598,3,9,1,1,0,2,0,4,4,8,1,3,1,5,2,1,5
15811554,4,8,1,0,0,9,1,3,3,2,1,3,1,5,3,1,6
15811745,2,0,1,0,0,0,0,7,6,8,0,5,11,9,4,10,3
15811752,2,7,1,0,0,2,1,4,3,8,0,3,4,5,1,13,4
15811786,2,1,1,0,0,0,0,6,6,8,0,4,10,4,1,13,4
15811885,2,2,1,0,0,2,0,6,6,8,1,4,10,3,4,10,3
15812131,4,4,1,0,0,3,1,7,6,0,0,5,11,9,3,1,4
15812156,3,6,1,0,0,3,1,4,4,8,0,2,7,1,2,1,4
15812594,2,2,1,0,0,1,1,6,6,8,0,4,10,4,4,10,4
15813311,2,7,1,0,0,2,0,4,4,8,0,3,2,4,3,4,4
15813444,2,4,1,0,0,2,0,6,6,8,1,3,7,3,1,13,3
15814244,3,2,2,0,0,0,0,7,5,8,0,5,11,9,1,13,2
15814285,4,10,1,1,1,3,1,3,2,6,0,3,6,5,3,4,5
15814350,5,4,1,2,0,1,1,6,6,2,0,4,10,4,4,10,3
15814913,2,4,1,0,0,1,0,6,6,8,1,4,10,2,4,10,6
15814939,3,7,1,1,0,2,1,7,5,8,1,5,11,9,1,13,4
15814996,6,7,1,0,0,2,0,5,4,8,1,3,1,5,3,3,4
15816835,1,0,1,1,0,2,1,7,6,8,1,5,11,9,2,4,5
